Versao;Ano;Mes;Filial;Produto;Metrica;Volume;Receita;Custo;Margem
Realizado;2021;Jan;F0005;00011;vol_venda;1681,9;515974,3752;384818,72;131155,6552
Realizado;2021;Jan;F0005;00012;vol_venda;7187,4;544084,74254;363877,93726;180206,80528
Realizado;2021;Jan;F0005;00013;vol_venda;43128,8;2527052,24757;1710729,72936;816322,51849
Realizado;2021;Jan;F0005;00014;vol_venda;6728,7;80229,318015;56122,74096;24106,577055
Realizado;2021;Jan;F0005;00015;vol_venda;37008,4;234749,83246;561521,59926;326771,766796
Realizado;2021;Jan;F0005;00016;vol_venda;23400,3;117620,43794;55486,79136;62133,646575
Realizado;2021;Jan;F0005;00017;vol_venda;10937,3;1319876,17702;958326,226;361549,95116
Realizado;2021;Jan;F0005;00018;vol_venda;14147,1;1474528,18284;1023288,0372;451240,14569
Realizado;2021;Jan;F0005;00019;vol_venda;23245,2;1194642,88812;847575,78038;347067,10764
Realizado;2021;Jan;F0005;00020;vol_venda;20493;2853359,24922;1989116,15766;864243,09188
Realizado;2021;Jan;F0005;00021;vol_venda;8946,3;904410,9898;514984,8132;389426,17662
Realizado;2021;Jan;F0007;00017;vol_venda;32914,2;3971973,7478;2883942,204;1088031,54372
Realizado;2021;Jan;F0007;00018;vol_venda;42583,2;4438374,5448;3080128,0224;1358246,52226
Realizado;2021;Jan;F0007;00019;vol_venda;69971;3596026,6;2551310,5904;1044716,0098
Realizado;2021;Jan;F0007;00020;vol_venda;61683,6;8588565,394;5987207,603;2601357,78932
Realizado;2021;Jan;F0007;00021;vol_venda;26930,2;2722462,788;1550210,0328;1172252,7548
Realizado;2021;Jan;F0008;00001;vol_venda;6107,2;257259,3874;189718,9466;67540,44088
Realizado;2021;Jan;F0008;00002;vol_venda;19198,3;584211,9483;422086,1445;162125,8038
Realizado;2021;Jan;F0008;00003;vol_venda;47107,5;8632998,17743;6197952,618;2435045,55967
Realizado;2021;Jan;F0008;00004;vol_venda;66804,1;7248401,83975;5419843,3542;1828558,48517
Realizado;2021;Jan;F0008;00005;vol_venda;136309,8;64585416,6062;54584114,40588;10001302,19892
Realizado;2021;Jan;F0008;00006;vol_venda;10040,8;636693,15248;296251,79584;340441,35664
Realizado;2021;Jan;F0008;00007;vol_venda;4246;2657361,2232;1527659,848;1129701,37505
Realizado;2021;Jan;F0008;00008;vol_venda;6564,8;796265,27117;427053,3696;369211,90157
Realizado;2021;Jan;F0008;00009;vol_venda;6949,8;6891497,7803;3976008,3794;2915489,4008
Realizado;2021;Jan;F0008;00010;vol_venda;46337,5;1549526;1016830,1;532695,9
Realizado;2021;Jan;F0008;00011;vol_venda;19693,3;6041523,37474;4505827,04;1535696,33469
Realizado;2021;Jan;F0008;00012;vol_venda;3089,9;233904,81202;156432,98528;77471,82674
Realizado;2021;Jan;F0008;00013;vol_venda;33014,3;1934411,83207;1309532,01812;624879,813995
Realizado;2021;Jan;F0008;00014;vol_venda;10907,6;130056,223225;90978,11008;39078,11314
Realizado;2021;Jan;F0008;00015;vol_venda;69988,6;443948,188115;1061924,06579;617975,877821
Realizado;2021;Jan;F0008;00016;vol_venda;35330,9;177589,00233;83776,63008;93812,372235
Realizado;2021;Jan;F0008;00017;vol_venda;22686,4;2737717,61824;1987782,368;749935,25026
Realizado;2021;Jan;F0008;00018;vol_venda;21139,8;2203365,41626;1529084,0136;674281,40275
Realizado;2021;Jan;F0008;00019;vol_venda;49137;2525302,7548;1791652,94882;733649,80586
Realizado;2021;Jan;F0008;00020;vol_venda;12549,9;1747395,36632;1218133,45378;529261,91278
Realizado;2021;Jan;F0008;00021;vol_venda;18921,1;1912796,43861;1089174,2004;823622,23819
Realizado;2021;Jan;F0009;00001;vol_venda;1661;69967,88095;51598,6328;18369,24815
Realizado;2021;Jan;F0009;00002;vol_venda;89201,2;2714428,19616;1961141,90274;753286,29364
Realizado;2021;Jan;F0009;00003;vol_venda;37143,7;6807015,7488;4887011,46654;1920004,28253
Realizado;2021;Jan;F0009;00004;vol_venda;23589,5;2559516,18554;1913825,57078;645690,61452
Realizado;2021;Jan;F0009;00005;vol_venda;22232,1;10533868,0012;8902657,6959;1631210,30647
Realizado;2021;Jan;F0009;00006;vol_venda;23045;1461297,27694;679938,11602;781359,16104
Realizado;2021;Jan;F0009;00007;vol_venda;14641;9163077,1703;5267656,1078;3895421,0624
Realizado;2021;Jan;F0009;00008;vol_venda;30910;3749171,26611;2010757,3204;1738413,94649
Realizado;2021;Jan;F0009;00009;vol_venda;16267,9;16131427,77377;9306930,6612;6824497,11212
Realizado;2021;Jan;F0009;00010;vol_venda;10846;362690,24;238004,624;124685,616
Realizado;2021;Jan;F0009;00011;vol_venda;14369,3;4408223,1943;3287695,84;1120527,35409
Realizado;2021;Jan;F0009;00012;vol_venda;2440,9;184775,64178;123575,93248;61199,70934
Realizado;2021;Jan;F0009;00013;vol_venda;18979,4;1112062,83115;752829,28862;359233,54244
Realizado;2021;Jan;F0009;00014;vol_venda;19251,1;229539,528295;160569,57488;68969,95342
Realizado;2021;Jan;F0009;00015;vol_venda;108179,5;686198,79547;1641387,51863;955188,72327
Realizado;2021;Jan;F0009;00016;vol_venda;125532;630980,32141;297661,47838;333318,842985
Realizado;2021;Jan;F0009;00017;vol_venda;57479,4;6936418,5616;5036345,028;1900073,534
Realizado;2021;Jan;F0009;00018;vol_venda;64802,1;6754212,72003;4687265,4974;2066947,22219
Realizado;2021;Jan;F0009;00019;vol_venda;153458,8;7886723,45483;5595476,1491;2291247,30528
Realizado;2021;Jan;F0009;00020;vol_venda;48261,4;6719714,6382;4684405,92078;2035308,7175
Realizado;2021;Jan;F0009;00021;vol_venda;64528,2;6523368,6807;3714501,3052;2808867,37628
Realizado;2021;Jan;F0010;00001;vol_venda;10318;434634,9161;320526,6064;114108,3097
Realizado;2021;Jan;F0010;00002;vol_venda;58373,7;1776335,0402;1283380,8182;492954,2217
Realizado;2021;Jan;F0010;00003;vol_venda;14234;2608546,3256;1872773,0739;735773,2526
Realizado;2021;Jan;F0010;00004;vol_venda;28466,9;3088725,5468;2309530,9833;779194,5634
Realizado;2021;Jan;F0010;00005;vol_venda;17592,3;8335468,356;7044688,76;1290779,5972
Realizado;2021;Jan;F0010;00010;vol_venda;27827,8;930561,632;610653,2432;319908,3888
Realizado;2021;Jan;F0010;00011;vol_venda;19351,2;5936573,714;4427554,56;1509019,1544
Realizado;2021;Jan;F0010;00012;vol_venda;5757,4;435834,02854;291481,04126;144352,98728
Realizado;2021;Jan;F0010;00013;vol_venda;15991,8;937009,9362;634324,3421;302685,59414
Realizado;2021;Jan;F0010;00014;vol_venda;3198,8;38140,73186;26680,55104;11460,18082
Realizado;2021;Jan;F0010;00015;vol_venda;7516,3;47677,01835;114043,42788;66366,40953
Realizado;2021;Jan;F0010;00018;vol_venda;1598,3;166588,09192;115608,2356;50979,85629
Realizado;2021;Jan;F0010;00019;vol_venda;15194,3;780882,1793;554020,6443;226861,53497
Realizado;2021;Jan;F0010;00020;vol_venda;3358,3;467595,5872;325967,34452;141628,24256
Realizado;2021;Fev;F0001;00017;vol_venda;35904;4332772,6462;3145908,48;1186864,16624
Realizado;2021;Fev;F0001;00018;vol_venda;74804,4;7796735,4448;5410751,8612;2385983,58362
Realizado;2021;Fev;F0001;00019;vol_venda;125441,8;6446842,9718;4573909,0884;1872933,88346
Realizado;2021;Fev;F0001;00020;vol_venda;9207;1281944,0106;893660,8824;388283,12812
Realizado;2021;Fev;F0001;00021;vol_venda;24857,8;2512957,0326;1430914,3992;1082042,63346
Realizado;2021;Fev;F0002;00001;vol_venda;365,2;15383,66654;11344,86496;4038,80158
Realizado;2021;Fev;F0002;00002;vol_venda;1732,5;52720,668;38090,052;14630,616
Realizado;2021;Fev;F0002;00003;vol_venda;20852,7;3821500,20895;2743598,08008;1077902,128845
Realizado;2021;Fev;F0002;00004;vol_venda;39097,3;4242148,92885;3171979,58776;1070169,34081
Realizado;2021;Fev;F0002;00005;vol_venda;87363,1;41393811,8129;34983819,5459;6409992,26838
Realizado;2021;Fev;F0002;00006;vol_venda;2799,5;177517,97466;82598,6876;94919,2871
Realizado;2021;Fev;F0002;00007;vol_venda;96,8;60582,3284;34827,4784;25754,85
Realizado;2021;Fev;F0002;00008;vol_venda;3668,5;444963,92087;238643,262;206320,65878
Realizado;2021;Fev;F0002;00009;vol_venda;3861;3828609,8776;2208893,5442;1619716,3344
Realizado;2021;Fev;F0002;00010;vol_venda;38806,9;1297702,736;851578,6136;446124,1224
Realizado;2021;Fev;F0002;00011;vol_venda;7432,7;2280208,53736;1700601,76;579606,77733
Realizado;2021;Fev;F0002;00012;vol_venda;5695,8;431170,9208;288362,40576;142808,51508
Realizado;2021;Fev;F0002;00013;vol_venda;25580,5;1498842,07363;1014665,88074;484176,19283
Realizado;2021;Fev;F0002;00014;vol_venda;5020,4;59860,48839;41874,15232;17986,336065
Realizado;2021;Fev;F0002;00015;vol_venda;2027,3;12859,467995;30759,84744;17900,379445
Realizado;2021;Fev;F0002;00016;vol_venda;27124,9;136341,95363;64318,56288;72023,39073
Realizado;2021;Fev;F0002;00017;vol_venda;6466,9;780403,50456;566629,778;213773,72654
Realizado;2021;Fev;F0002;00018;vol_venda;9362,1;975795,76743;677179,4172;298616,35023
Realizado;2021;Fev;F0002;00019;vol_venda;40254,5;2068803,54398;1467775,6809;601027,86315
Realizado;2021;Fev;F0002;00020;vol_venda;17279,9;2405980,70038;1677242,38966;728738,31074
Realizado;2021;Fev;F0002;00021;vol_venda;18824,3;1903010,60716;1083602,0052;819408,60202
Realizado;2021;Fev;F0003;00001;vol_venda;1155;48653,16225;35879,844;12773,31825
Realizado;2021;Fev;F0003;00002;vol_venda;1790,8;54494,76032;39371,81248;15122,94784
Realizado;2021;Fev;F0003;00003;vol_venda;31721,8;5813389,4091;4173649,9145;1639739,49419
Realizado;2021;Fev;F0003;00004;vol_venda;33891;3677253,1442;2749590,3862;927662,75741
Realizado;2021;Fev;F0003;00005;vol_venda;73747,3;34942462,6435;29531486,8033;5410975,8332
Realizado;2021;Fev;F0003;00006;vol_venda;32534,7;2063044,8483;959929,81652;1103115,03122
Realizado;2021;Fev;F0003;00007;vol_venda;5693,6;3563342,407;2048488,9568;1514853,4502
Realizado;2021;Fev;F0003;00008;vol_venda;29553,7;3584661,3671;1922527,2924;1662134,0748
Realizado;2021;Fev;F0003;00009;vol_venda;6778,2;6721337,3419;3877835,3328;2843502,0089
Realizado;2021;Fev;F0003;00010;vol_venda;31994,6;1069899,424;702089,5024;367809,9216
Realizado;2021;Fev;F0003;00011;vol_venda;5423;1663671,465;1240782,4;422889,06498
Realizado;2021;Fev;F0003;00012;vol_venda;17624,2;1334148,41514;892263,89826;441884,51692
Realizado;2021;Fev;F0003;00013;vol_venda;58293,4;3415593,93033;2312242,68694;1103351,24318
Realizado;2021;Fev;F0003;00014;vol_venda;8947,4;106683,87653;74628,47392;32055,40261
Realizado;2021;Fev;F0003;00015;vol_venda;53139,9;337074,35674;806281,86113;469207,50452
Realizado;2021;Fev;F0003;00016;vol_venda;45007,6;226228,45103;106722,02112;119506,429905
Realizado;2021;Fev;F0003;00017;vol_venda;38772,8;4678969,6768;3397272,736;1281696,9406
Realizado;2021;Fev;F0003;00018;vol_venda;31722,9;3306423,93805;2294580,8028;1011843,13529
Realizado;2021;Fev;F0003;00019;vol_venda;74289,6;3817972,8416;2708777,1111;1109195,73075
Realizado;2021;Fev;F0003;00020;vol_venda;27384,5;3812902,7653;2658027,2004;1154875,56462
Realizado;2021;Fev;F0003;00021;vol_venda;42566,7;4303208,1735;2450309,5188;1852898,65432
Realizado;2021;Fev;F0004;00001;vol_venda;18670,3;786466,7837;579989,1354;206477,6482
Realizado;2021;Fev;F0004;00002;vol_venda;20799,9;632949,277;457298,2814;175650,9955
Realizado;2021;Fev;F0004;00003;vol_venda;12953,6;2373898,1095;1704310,3334;669587,77595
Realizado;2021;Fev;F0004;00004;vol_venda;13434,3;1457653,1207;1089930,1327;367722,98788
Realizado;2021;Fev;F0004;00005;vol_venda;4798,2;2273451,6958;1921398,8851;352052,81064
Realizado;2021;Fev;F0004;00010;vol_venda;19831,9;663178,736;435191,2136;227987,5224
Realizado;2021;Fev;F0004;00011;vol_venda;4958,8;1521263,88726;1134573,44;386690,44724
Realizado;2021;Fev;F0004;00012;vol_venda;4318,6;326917,15628;218638,62592;108278,53036
Realizado;2021;Fev;F0004;00013;vol_venda;3198,8;187427,76825;126882,32128;60545,44694
Realizado;2021;Fev;F0004;00015;vol_venda;11513,7;73033,12616;174695,23777;101662,11161
Realizado;2021;Fev;F0004;00017;vol_venda;4958,8;598411,1241;434490,056;163921,06812
Realizado;2021;Fev;F0004;00018;vol_venda;5117,2;533357,0568;370137,3104;163219,7464
Realizado;2021;Fev;F0004;00019;vol_venda;18231,4;936968,16334;664760,59932;272207,56398
Realizado;2021;Fev;F0004;00020;vol_venda;3198,8;445387,477;310485,7642;134901,71288
Realizado;2021;Fev;F0004;00021;vol_venda;1918,4;193937,38671;110430,7776;83506,60912
Realizado;2021;Fev;F0005;00001;vol_venda;6769,4;285153,8671;210290,0571;74863,81001
Realizado;2021;Fev;F0005;00002;vol_venda;1208,9;36787,31056;26578,39184;10208,91872
Realizado;2021;Fev;F0005;00003;vol_venda;18582,3;3405422,95888;2444880,64398;960542,314915
Realizado;2021;Fev;F0005;00004;vol_venda;24469,5;2654998,253445;1985220,32292;669777,93054
Realizado;2021;Fev;F0005;00005;vol_venda;16594,6;7862744,6778;6645168,1753;1217576,50204
Realizado;2021;Fev;F0005;00006;vol_venda;152,9;9695,48074;4511,28392;5184,19682
Realizado;2021;Fev;F0005;00007;vol_venda;2370,5;1483578,61035;852877,454;630701,1563
Realizado;2021;Fev;F0005;00008;vol_venda;3823,6;463776,48832;248732,8272;215043,66115
Realizado;2021;Fev;F0005;00009;vol_venda;536,8;532296,75794;307105,4272;225191,33077
Realizado;2021;Fev;F0005;00010;vol_venda;7417,3;248034,512;162765,2312;85269,2808
Realizado;2021;Fev;F0005;00011;vol_venda;13381,5;4105185,26776;3061687,2;1043498,0679
Realizado;2021;Fev;F0005;00012;vol_venda;1681,9;127319,4936;85149,88768;42169,60594
Realizado;2021;Fev;F0005;00013;vol_venda;10016,6;586904,14624;397314,449;189589,697335
Realizado;2021;Fev;F0005;00014;vol_venda;6653,9;79337,44396;55498,84912;23838,594835
Realizado;2021;Fev;F0005;00015;vol_venda;7341,4;46567,60142;111389,702572;64822,101159
Realizado;2021;Fev;F0005;00016;vol_venda;26153,6;131459,762725;62015,41632;69444,346405
Realizado;2021;Fev;F0005;00017;vol_venda;11928,4;1439478,75542;1045166,408;394312,34744
Realizado;2021;Fev;F0005;00018;vol_venda;24850,1;2590083,67824;1797457,4336;792626,24468
Realizado;2021;Fev;F0005;00019;vol_venda;41680,1;2142069,54733;1519756,47816;622313,06907
Realizado;2021;Fev;F0005;00020;vol_venda;3058;425783,07636;296819,26564;128963,8108
Realizado;2021;Fev;F0005;00021;vol_venda;8261;835131,75125;475536,204;359595,54726
Realizado;2021;Fev;F0007;00017;vol_venda;35904;4332772,6462;3145908,48;1186864,16624
Realizado;2021;Fev;F0007;00018;vol_venda;74804,4;7796735,4448;5410751,8612;2385983,58362
Realizado;2021;Fev;F0007;00019;vol_venda;125441,8;6446842,9718;4573909,0884;1872933,88346
Realizado;2021;Fev;F0007;00020;vol_venda;9207;1281944,0106;893660,8824;388283,12812
Realizado;2021;Fev;F0007;00021;vol_venda;24857,8;2512957,0326;1430914,3992;1082042,63346
Realizado;2021;Fev;F0008;00001;vol_venda;794,2;33454,84109;24671,66416;8783,17693
Realizado;2021;Fev;F0008;00002;vol_venda;1732,5;52720,668;38090,052;14630,616
Realizado;2021;Fev;F0008;00003;vol_venda;20852,7;3821500,20895;2743598,08008;1077902,128845
Realizado;2021;Fev;F0008;00004;vol_venda;39097,3;4242148,92885;3171979,58776;1070169,34081
Realizado;2021;Fev;F0008;00005;vol_venda;87363,1;41393811,8129;34983819,5459;6409992,26838
Realizado;2021;Fev;F0008;00006;vol_venda;2799,5;177517,97466;82598,6876;94919,2871
Realizado;2021;Fev;F0008;00007;vol_venda;96,8;60582,3284;34827,4784;25754,85
Realizado;2021;Fev;F0008;00008;vol_venda;3668,5;444963,92087;238643,262;206320,65878
Realizado;2021;Fev;F0008;00009;vol_venda;3861;3828609,8776;2208893,5442;1619716,3344
Realizado;2021;Fev;F0008;00010;vol_venda;38806,9;1297702,736;851578,6136;446124,1224
Realizado;2021;Fev;F0008;00011;vol_venda;7432,7;2280208,53736;1700601,76;579606,77733
Realizado;2021;Fev;F0008;00012;vol_venda;5695,8;431170,9208;288362,40576;142808,51508
Realizado;2021;Fev;F0008;00013;vol_venda;25580,5;1498842,07363;1014665,88074;484176,19283
Realizado;2021;Fev;F0008;00014;vol_venda;5020,4;59860,48839;41874,15232;17986,336065
Realizado;2021;Fev;F0008;00015;vol_venda;2027,3;12859,467995;30759,84744;17900,379445
Realizado;2021;Fev;F0008;00016;vol_venda;27124,9;136341,95363;64318,56288;72023,39073
Realizado;2021;Fev;F0008;00017;vol_venda;6466,9;780403,50456;566629,778;213773,72654
Realizado;2021;Fev;F0008;00018;vol_venda;9362,1;975795,76743;677179,4172;298616,35023
Realizado;2021;Fev;F0008;00019;vol_venda;40254,5;2068803,54398;1467775,6809;601027,86315
Realizado;2021;Fev;F0008;00020;vol_venda;17279,9;2405980,70038;1677242,38966;728738,31074
Realizado;2021;Fev;F0008;00021;vol_venda;18824,3;1903010,60716;1083602,0052;819408,60202
Realizado;2021;Fev;F0009;00001;vol_venda;15516,6;653620,4826;482020,0757;171600,4069
Realizado;2021;Fev;F0009;00002;vol_venda;99775,5;3036208,37524;2193624,23276;842584,14242
Realizado;2021;Fev;F0009;00003;vol_venda;31721,8;5813389,4091;4173649,9145;1639739,49419
Realizado;2021;Fev;F0009;00004;vol_venda;33891;3677253,1442;2749590,3862;927662,75741
Realizado;2021;Fev;F0009;00005;vol_venda;73747,3;34942462,6435;29531486,8033;5410975,8332
Realizado;2021;Fev;F0009;00006;vol_venda;32534,7;2063044,8483;959929,81652;1103115,03122
Realizado;2021;Fev;F0009;00007;vol_venda;5693,6;3563342,407;2048488,9568;1514853,4502
Realizado;2021;Fev;F0009;00008;vol_venda;29553,7;3584661,3671;1922527,2924;1662134,0748
Realizado;2021;Fev;F0009;00009;vol_venda;6778,2;6721337,3419;3877835,3328;2843502,0089
Realizado;2021;Fev;F0009;00010;vol_venda;31994,6;1069899,424;702089,5024;367809,9216
Realizado;2021;Fev;F0009;00011;vol_venda;5423;1663671,465;1240782,4;422889,06498
Realizado;2021;Fev;F0009;00012;vol_venda;17624,2;1334148,41514;892263,89826;441884,51692
Realizado;2021;Fev;F0009;00013;vol_venda;58293,4;3415593,93033;2312242,68694;1103351,24318
Realizado;2021;Fev;F0009;00014;vol_venda;8947,4;106683,87653;74628,47392;32055,40261
Realizado;2021;Fev;F0009;00015;vol_venda;53139,9;337074,35674;806281,86113;469207,50452
Realizado;2021;Fev;F0009;00016;vol_venda;45007,6;226228,45103;106722,02112;119506,429905
Realizado;2021;Fev;F0009;00017;vol_venda;38772,8;4678969,6768;3397272,736;1281696,9406
Realizado;2021;Fev;F0009;00018;vol_venda;31722,9;3306423,93805;2294580,8028;1011843,13529
Realizado;2021;Fev;F0009;00019;vol_venda;74289,6;3817972,8416;2708777,1111;1109195,73075
Realizado;2021;Fev;F0009;00020;vol_venda;27384,5;3812902,7653;2658027,2004;1154875,56462
Realizado;2021;Fev;F0009;00021;vol_venda;42566,7;4303208,1735;2450309,5188;1852898,65432
Realizado;2021;Fev;F0010;00001;vol_venda;18670,3;786466,7837;579989,1354;206477,6482
Realizado;2021;Fev;F0010;00002;vol_venda;44460,9;1352962,9713;977499,56306;375463,40826
Realizado;2021;Fev;F0010;00003;vol_venda;12953,6;2373898,1095;1704310,3334;669587,77595
Realizado;2021;Fev;F0010;00004;vol_venda;13434,3;1457653,1207;1089930,1327;367722,98788
Realizado;2021;Fev;F0010;00005;vol_venda;4798,2;2273451,6958;1921398,8851;352052,81064
Realizado;2021;Fev;F0010;00010;vol_venda;19831,9;663178,736;435191,2136;227987,5224
Realizado;2021;Fev;F0010;00011;vol_venda;4958,8;1521263,88726;1134573,44;386690,44724
Realizado;2021;Fev;F0010;00012;vol_venda;4318,6;326917,15628;218638,62592;108278,53036
Realizado;2021;Fev;F0010;00013;vol_venda;3198,8;187427,76825;126882,32128;60545,44694
Realizado;2021;Fev;F0010;00015;vol_venda;11513,7;73033,12616;174695,23777;101662,11161
Realizado;2021;Fev;F0010;00017;vol_venda;4958,8;598411,1241;434490,056;163921,06812
Realizado;2021;Fev;F0010;00018;vol_venda;5117,2;533357,0568;370137,3104;163219,7464
Realizado;2021;Fev;F0010;00019;vol_venda;18231,4;936968,16334;664760,59932;272207,56398
Realizado;2021;Fev;F0010;00020;vol_venda;3198,8;445387,477;310485,7642;134901,71288
Realizado;2021;Fev;F0010;00021;vol_venda;1918,4;193937,38671;110430,7776;83506,60912
Realizado;2021;Mar;F0001;00017;vol_venda;76421,4;9222274,7196;6696043,068;2526231,65144
Realizado;2021;Mar;F0001;00018;vol_venda;57772;6021477,34792;4178764,304;1842713,04368
Realizado;2021;Mar;F0001;00019;vol_venda;103573,8;5322978,6604;3776549,3252;1546429,33566
Realizado;2021;Mar;F0001;00020;vol_venda;117383,2;16343943,7588;11393589,0176;4950354,74028
Realizado;2021;Mar;F0001;00021;vol_venda;198171,6;20033821,01;11407549,982;8626271,02804
Realizado;2021;Mar;F0002;00001;vol_venda;778,8;32806,13226;24193,26624;8612,86602
Realizado;2021;Mar;F0002;00002;vol_venda;291,5;8870,4616;6408,8024;2461,6592
Realizado;2021;Mar;F0002;00003;vol_venda;89875,5;16470732,42506;11824955,48566;4645776,93952
Realizado;2021;Mar;F0002;00004;vol_venda;61881,6;6714299,02182;5020478,96132;1693820,06113
Realizado;2021;Mar;F0002;00005;vol_venda;86207;40846036,0846;34520869,01036;6325167,07265
Realizado;2021;Mar;F0002;00006;vol_venda;13515,7;857038,64638;398778,02536;458260,62106
Realizado;2021;Mar;F0002;00007;vol_venda;12839,2;8035419,7405;4619390,0896;3416029,65035
Realizado;2021;Mar;F0002;00008;vol_venda;7626,3;925017,9498;496106,0676;428911,88226
Realizado;2021;Mar;F0002;00009;vol_venda;4633,2;4594331,85339;2650672,2528;1943659,60076
Realizado;2021;Mar;F0002;00010;vol_venda;69410;2321070,4;1523133,04;797937,36
Realizado;2021;Mar;F0002;00011;vol_venda;17183,1;5271442,58705;3931493,28;1339949,30693
Realizado;2021;Mar;F0002;00012;vol_venda;5694,7;431087,65106;288306,71584;142780,93522
Realizado;2021;Mar;F0002;00013;vol_venda;55701,8;3263743,92272;2209445,31806;1054298,604605
Realizado;2021;Mar;F0002;00014;vol_venda;34175,9;407494,6349;285054,34672;122440,288145
Realizado;2021;Mar;F0002;00015;vol_venda;70857,6;449460,38549;1075109,241925;625648,856529
Realizado;2021;Mar;F0002;00016;vol_venda;48555,1;244059,78241;115133,85312;128925,92928
Realizado;2021;Mar;F0002;00017;vol_venda;8493,1;1024918,43148;744165,422;280753,00946
Realizado;2021;Mar;F0002;00018;vol_venda;22202,4;2314118,40795;1605943,9968;708174,41114
Realizado;2021;Mar;F0002;00019;vol_venda;52418,3;2693938,93385;1911297,02198;782641,91182
Realizado;2021;Mar;F0002;00020;vol_venda;34270,5;4771680,48386;3326404,39564;1445276,08836
Realizado;2021;Mar;F0002;00021;vol_venda;45467,4;4596449,50845;2617285,4136;1979164,09485
Realizado;2021;Mar;F0003;00001;vol_venda;4693,7;197717,1841;145808,8518;51908,33236
Realizado;2021;Mar;F0003;00002;vol_venda;3610,2;109859,8301;79372,41312;30487,41696
Realizado;2021;Mar;F0003;00003;vol_venda;44737;8198576,4363;5886064,9853;2312511,45125
Realizado;2021;Mar;F0003;00004;vol_venda;29010,3;3147685,7243;2353617,2432;794068,48117
Realizado;2021;Mar;F0003;00005;vol_venda;50158,9;23765961,4571;20085710,1703;3680251,2866
Realizado;2021;Mar;F0003;00006;vol_venda;123092,2;7805350,2567;3631810,74262;4173539,51482
Realizado;2021;Mar;F0003;00007;vol_venda;31451,2;19683749,2466;11315764,3452;8367984,90075
Realizado;2021;Mar;F0003;00008;vol_venda;55853,6;6774659,0831;3633388,3872;3141270,69574
Realizado;2021;Mar;F0003;00009;vol_venda;23318,9;23123276,5802;13340835,9662;9782440,6162
Realizado;2021;Mar;F0003;00010;vol_venda;20606,3;689074,672;452184,6472;236890,0248
Realizado;2021;Mar;F0003;00011;vol_venda;18707,7;5739160,366;4280321,76;1458838,6062
Realizado;2021;Mar;F0003;00012;vol_venda;2169,2;164208,0062;109820,52224;54387,48392
Realizado;2021;Mar;F0003;00013;vol_venda;16810,2;984962,57016;666786,6691;318175,90103
Realizado;2021;Mar;F0003;00014;vol_venda;45278,2;539872,35386;377656,41056;162215,94324
Realizado;2021;Mar;F0003;00015;vol_venda;237506,5;1506539,35544;3603642,1382;2097102,78279
Realizado;2021;Mar;F0003;00016;vol_venda;257572,7;1294676,297945;610756,3862;683919,91179
Realizado;2021;Mar;F0003;00017;vol_venda;56395,9;6805665,46606;4941408,758;1864256,70796
Realizado;2021;Mar;F0003;00018;vol_venda;43109;4493177,78466;3118160,188;1375017,59674
Realizado;2021;Mar;F0003;00019;vol_venda;83234,8;4277694,3997;3034940,57158;1242753,82843
Realizado;2021;Mar;F0003;00020;vol_venda;58021,7;8078697,8175;5631771,87128;2446925,94534
Realizado;2021;Mar;F0003;00021;vol_venda;132308;13375452,33524;7616177,7118;5759274,6243
Realizado;2021;Mar;F0004;00001;vol_venda;173,8;7321,14251;5399,06224;1922,08027
Realizado;2021;Mar;F0004;00002;vol_venda;2113,1;64302,47824;46457,77136;17844,70688
Realizado;2021;Mar;F0004;00003;vol_venda;38541,8;7063233,8618;5070960,0427;1992273,81943
Realizado;2021;Mar;F0004;00004;vol_venda;74366,6;8068950,86189;6033392,00436;2035558,85692
Realizado;2021;Mar;F0004;00005;vol_venda;50375,6;23868636,8312;20172485,8637;3696150,96682
Realizado;2021;Mar;F0004;00006;vol_venda;31346,7;1987713,05516;924878,11416;1062834,94086
Realizado;2021;Mar;F0004;00007;vol_venda;5117,2;3202602,17825;1841107,154;1361495,02525
Realizado;2021;Mar;F0004;00008;vol_venda;6238,1;756638,79907;405800,8812;350837,91787
Realizado;2021;Mar;F0004;00009;vol_venda;3198,8;3171965,1064;1830046,2752;1341918,8317
Realizado;2021;Mar;F0004;00010;vol_venda;155288,1;5192834,064;3407642,0668;1785191,9976
Realizado;2021;Mar;F0004;00011;vol_venda;46217,6;14178665,3691;10574586,88;3604078,48962
Realizado;2021;Mar;F0004;00012;vol_venda;16150,2;1222566,90996;817639,40544;404927,50452
Realizado;2021;Mar;F0004;00013;vol_venda;145693,9;8536664,53596;5779035,9599;2757628,57663
Realizado;2021;Mar;F0004;00014;vol_venda;11192,5;133453,214135;93354,404;40098,81013
Realizado;2021;Mar;F0004;00015;vol_venda;44620,4;283033,8903;677017,06555;393983,175248
Realizado;2021;Mar;F0004;00016;vol_venda;31344,5;157551,56203;74324,0784;83227,48363
Realizado;2021;Mar;F0004;00017;vol_venda;35026,2;4226842,72696;3068995,644;1157847,08282
Realizado;2021;Mar;F0004;00018;vol_venda;23508,1;2450209,29923;1700387,8892;749821,41002
Realizado;2021;Mar;F0004;00019;vol_venda;72447,1;3723281,05514;2641595,13894;1081685,91596
Realizado;2021;Mar;F0004;00020;vol_venda;25905;3606903,39888;2514422,1961;1092481,203
Realizado;2021;Mar;F0004;00021;vol_venda;44781;4527059,06723;2577773,484;1949285,58323
