Versao	Meses	Centro_Custo	Conta	Medida	Valor
Orçado	Dez	10.101.002	30.111	Valor	1044,94
Orçado	Dez	10.101.002	30.112	Valor	1089,89
Orçado	Dez	10.101.002	30.113	Valor	1134,83
Orçado	Dez	10.101.002	30.114	Valor	1179,78
Orçado	Dez	10.101.002	30.115	Valor	1224,72
Orçado	Dez	10.101.002	30.116	Valor	1269,66
Orçado	Dez	10.101.002	30.117	Valor	1314,61
Orçado	Dez	10.101.002	30.119	Valor	1359,55
Orçado	Dez	10.101.002	30.120	Valor	1404,49
Orçado	Dez	10.101.002	30.121	Valor	1449,44
Orçado	Dez	10.101.002	30.122	Valor	1494,38
Orçado	Dez	10.101.002	30.123	Valor	1539,33
Orçado	Dez	10.101.002	40.101	Valor	1584,27
Orçado	Dez	10.101.002	40.102	Valor	1629,21
Orçado	Dez	10.102.003	30.110	Valor	1674,16
Orçado	Dez	10.102.003	30.111	Valor	1719,10
Orçado	Dez	10.102.003	30.112	Valor	1764,04
Orçado	Dez	10.102.003	30.113	Valor	1808,99
Orçado	Dez	10.102.003	30.114	Valor	1853,93
Orçado	Dez	10.102.003	30.115	Valor	1898,88
Orçado	Dez	10.102.003	30.116	Valor	1943,82
Orçado	Dez	10.102.003	30.117	Valor	1988,76
Orçado	Dez	10.102.003	30.119	Valor	2033,71
Orçado	Dez	10.102.003	30.120	Valor	2078,65
Orçado	Dez	10.102.003	30.121	Valor	2123,60
Orçado	Dez	10.102.003	30.122	Valor	2168,54
Orçado	Dez	10.102.003	30.123	Valor	2213,48
Orçado	Dez	10.102.003	40.101	Valor	2258,43
Orçado	Dez	10.102.003	40.102	Valor	2303,37
Orçado	Dez	20.104.012	30.110	Valor	2348,31
Orçado	Dez	20.104.012	30.111	Valor	2393,26
Orçado	Dez	20.104.012	30.112	Valor	2438,20
Orçado	Dez	20.104.012	30.113	Valor	2483,15
Orçado	Dez	20.104.012	30.114	Valor	2528,09
Orçado	Dez	20.104.012	30.115	Valor	2573,03
Orçado	Dez	20.104.012	30.116	Valor	2617,98
Orçado	Dez	20.104.012	30.117	Valor	2662,92
Orçado	Dez	20.104.012	30.119	Valor	2707,87
Orçado	Dez	20.104.012	30.120	Valor	2752,81
Orçado	Dez	20.104.012	30.121	Valor	2797,75
Orçado	Dez	20.104.012	30.122	Valor	2842,70
Orçado	Dez	20.104.012	30.123	Valor	2887,64
Orçado	Dez	20.104.012	40.101	Valor	2932,58
Orçado	Dez	20.104.012	40.102	Valor	2977,53
Orçado	Dez	30.106.017	30.110	Valor	3022,47
Orçado	Dez	30.106.017	30.111	Valor	3067,42
Orçado	Dez	30.106.017	30.112	Valor	3112,36
Orçado	Dez	30.106.017	30.113	Valor	3157,30
Orçado	Dez	30.106.017	30.114	Valor	3202,25
Orçado	Dez	30.106.017	30.115	Valor	3247,19
Orçado	Dez	30.106.017	30.116	Valor	3292,13
Orçado	Dez	30.106.017	30.117	Valor	3337,08
Orçado	Dez	30.106.017	30.119	Valor	3382,02
Orçado	Dez	30.106.017	30.120	Valor	3426,97
Orçado	Dez	30.106.017	30.121	Valor	3471,91
Orçado	Dez	30.106.017	30.122	Valor	3516,85
Orçado	Dez	30.106.017	30.123	Valor	3561,80
Orçado	Dez	30.106.017	40.101	Valor	3606,74
Orçado	Dez	30.106.017	40.102	Valor	3651,69
Orçado	Dez	40.110.024	30.110	Valor	3696,63
Orçado	Dez	40.110.024	30.111	Valor	3741,57
Orçado	Dez	40.110.024	30.112	Valor	3786,52
Orçado	Dez	40.110.024	30.113	Valor	3831,46
Orçado	Dez	40.110.024	30.114	Valor	3876,40
Orçado	Dez	40.110.024	30.115	Valor	3921,35
Orçado	Dez	40.110.024	30.116	Valor	3966,29
Orçado	Dez	40.110.024	30.117	Valor	4011,24
Orçado	Dez	40.110.024	30.119	Valor	4056,18
Orçado	Dez	40.110.024	30.120	Valor	4101,12
Orçado	Dez	40.110.024	30.121	Valor	4146,07
Orçado	Dez	40.110.024	30.122	Valor	4191,01
Orçado	Dez	40.110.024	30.123	Valor	4235,96
Orçado	Dez	40.110.024	40.101	Valor	4280,90
Orçado	Dez	40.110.024	40.102	Valor	4325,84
Orçado	Dez	50.112.028	30.110	Valor	4370,79
Orçado	Dez	50.112.028	30.111	Valor	4415,73
Orçado	Dez	50.112.028	30.112	Valor	4460,67
Orçado	Dez	50.112.028	30.113	Valor	4505,62
Orçado	Dez	50.112.028	30.114	Valor	4550,56
Orçado	Dez	50.112.028	30.115	Valor	4595,51
Orçado	Dez	50.112.028	30.116	Valor	4640,45
Orçado	Dez	50.112.028	30.117	Valor	4685,39
Orçado	Dez	50.112.028	30.119	Valor	4730,34
Orçado	Dez	50.112.028	30.120	Valor	4775,28
Orçado	Dez	50.112.028	30.121	Valor	4820,22
Orçado	Dez	50.112.028	30.122	Valor	4865,17
Orçado	Dez	50.112.028	30.123	Valor	4910,11
Orçado	Dez	50.112.028	40.101	Valor	4955,06
Orçado	Dez	50.112.028	40.102	Valor	5000,00
