Filial	Produto	Versão	Mês	Volume
F0006	00010	Orçado	ago	5673
F0006	00010	Orçado	ago	49483
F0006	00010	Orçado	ago	10243
F0006	00010	Orçado	ago	8352
F0006	00010	Orçado	dez	4931
F0006	00010	Orçado	dez	7421
F0006	00010	Orçado	dez	16547
F0006	00010	Orçado	dez	24899
F0006	00010	Orçado	jul	3758
F0006	00010	Orçado	jul	4649
F0006	00010	Orçado	jul	3053
F0006	00010	Orçado	jul	6060
F0006	00010	Orçado	jul	12607
F0006	00010	Orçado	jul	15601
F0006	00010	Orçado	jul	10243
F0006	00010	Orçado	jul	20329
F0006	00010	Orçado	jun	12118
F0006	00010	Orçado	jun	1127
F0006	00010	Orçado	jun	5166
F0006	00010	Orçado	jun	1127
F0006	00010	Orçado	jun	6153
F0006	00010	Orçado	jun	40658
F0006	00010	Orçado	jun	3782
F0006	00010	Orçado	jun	17335
F0006	00010	Orçado	jun	3782
F0006	00010	Orçado	jun	20644
F0006	00010	Orçado	mai	12494
F0006	00010	Orçado	mai	1596
F0006	00010	Orçado	mai	13762
F0006	00010	Orçado	mai	7751
F0006	00010	Orçado	mai	41919
F0006	00010	Orçado	mai	5358
F0006	00010	Orçado	mai	46174
F0006	00010	Orçado	mai	26002
F0006	00010	Orçado	mar	2584
F0006	00010	Orçado	mar	6623
F0006	00010	Orçado	mar	1222
F0006	00010	Orçado	mar	986
F0006	00010	Orçado	mar	8667
F0006	00010	Orçado	mar	22220
F0006	00010	Orçado	mar	4097
F0006	00010	Orçado	mar	3309
F0006	00010	Orçado	nov	13434
F0006	00010	Orçado	nov	11931
F0006	00010	Orçado	nov	45071
F0006	00010	Orçado	nov	40028
F0006	00010	Orçado	out	12448
F0006	00010	Orçado	out	12400
F0006	00010	Orçado	out	20760
F0006	00010	Orçado	out	5684
F0006	00010	Orçado	out	11319
F0006	00010	Orçado	out	7187
F0006	00010	Orçado	out	845
F0006	00010	Orçado	out	41761
F0006	00010	Orçado	out	41604
F0006	00010	Orçado	out	69655
F0006	00010	Orçado	out	19068
F0006	00010	Orçado	out	37979
F0006	00010	Orçado	out	24111
F0006	00010	Orçado	out	2837
F0006	00010	Orçado	set	8173
F0006	00010	Orçado	set	2630
F0006	00010	Orçado	set	4744
F0006	00010	Orçado	set	11508
F0006	00010	Orçado	set	658
F0006	00010	Orçado	set	704
F0006	00010	Orçado	set	4180
F0006	00010	Orçado	set	27421
F0006	00010	Orçado	set	8825
F0006	00010	Orçado	set	15917
F0006	00010	Orçado	set	38609
F0006	00010	Orçado	set	2206
F0006	00010	Orçado	set	2364
F0006	00010	Orçado	set	14025
F0008	00010	Orçado	abr	1593
F0008	00010	Orçado	abr	3539
F0008	00010	Orçado	abr	3207
F0008	00010	Orçado	abr	1969
F0008	00010	Orçado	abr	3207
F0008	00010	Orçado	abr	3672
F0008	00010	Orçado	abr	1327
F0008	00010	Orçado	abr	752
F0008	00010	Orçado	abr	863
F0008	00010	Orçado	abr	177
F0008	00010	Orçado	abr	1637
F0008	00010	Orçado	abr	3805
F0008	00010	Orçado	abr	4726
F0008	00010	Orçado	abr	10502
F0008	00010	Orçado	abr	9518
F0008	00010	Orçado	abr	5842
F0008	00010	Orçado	abr	9518
F0008	00010	Orçado	abr	10896
F0008	00010	Orçado	abr	3938
F0008	00010	Orçado	abr	2232
F0008	00010	Orçado	abr	2560
F0008	00010	Orçado	abr	525
F0008	00010	Orçado	abr	4857
F0008	00010	Orçado	abr	11290
F0008	00010	Orçado	ago	133
F0008	00010	Orçado	ago	2522
F0008	00010	Orçado	ago	841
F0008	00010	Orçado	ago	133
F0008	00010	Orçado	ago	1084
F0008	00010	Orçado	ago	1858
F0008	00010	Orçado	ago	394
F0008	00010	Orçado	ago	7483
F0008	00010	Orçado	ago	2494
F0008	00010	Orçado	ago	394
F0008	00010	Orçado	ago	3216
F0008	00010	Orçado	ago	5514
F0008	00010	Orçado	dez	1106
F0008	00010	Orçado	dez	3119
F0008	00010	Orçado	dez	1018
F0008	00010	Orçado	dez	2433
F0008	00010	Orçado	dez	332
F0008	00010	Orçado	dez	2278
F0008	00010	Orçado	dez	796
F0008	00010	Orçado	dez	1018
F0008	00010	Orçado	dez	354
F0008	00010	Orçado	dez	1283
F0008	00010	Orçado	dez	1725
F0008	00010	Orçado	dez	597
F0008	00010	Orçado	dez	3716
F0008	00010	Orçado	dez	3282
F0008	00010	Orçado	dez	9255
F0008	00010	Orçado	dez	3019
F0008	00010	Orçado	dez	7220
F0008	00010	Orçado	dez	985
F0008	00010	Orçado	dez	6761
F0008	00010	Orçado	dez	2363
F0008	00010	Orçado	dez	3019
F0008	00010	Orçado	dez	1050
F0008	00010	Orçado	dez	3807
F0008	00010	Orçado	dez	5120
F0008	00010	Orçado	dez	1772
F0008	00010	Orçado	dez	11028
F0008	00010	Orçado	fev	3738
F0008	00010	Orçado	fev	1482
F0008	00010	Orçado	fev	686
F0008	00010	Orçado	fev	1792
F0008	00010	Orçado	fev	221
F0008	00010	Orçado	fev	973
F0008	00010	Orçado	fev	11093
F0008	00010	Orçado	fev	4398
F0008	00010	Orçado	fev	2035
F0008	00010	Orçado	fev	5317
F0008	00010	Orçado	fev	656
F0008	00010	Orçado	fev	2888
F0008	00010	Orçado	jan	929
F0008	00010	Orçado	jan	597
F0008	00010	Orçado	jan	1018
F0008	00010	Orçado	jan	2898
F0008	00010	Orçado	jan	730
F0008	00010	Orçado	jan	796
F0008	00010	Orçado	jan	465
F0008	00010	Orçado	jan	1194
F0008	00010	Orçado	jan	1991
F0008	00010	Orçado	jan	2757
F0008	00010	Orçado	jan	1772
F0008	00010	Orçado	jan	3019
F0008	00010	Orçado	jan	8599
F0008	00010	Orçado	jan	2166
F0008	00010	Orçado	jan	2363
F0008	00010	Orçado	jan	1378
F0008	00010	Orçado	jan	3545
F0008	00010	Orçado	jan	5908
F0008	00010	Orçado	jul	1703
F0008	00010	Orçado	jul	310
F0008	00010	Orçado	jul	575
F0008	00010	Orçado	jul	951
F0008	00010	Orçado	jul	2300
F0008	00010	Orçado	jul	796
F0008	00010	Orçado	jul	708
F0008	00010	Orçado	jul	553
F0008	00010	Orçado	jul	1261
F0008	00010	Orçado	jul	5054
F0008	00010	Orçado	jul	919
F0008	00010	Orçado	jul	1707
F0008	00010	Orçado	jul	2823
F0008	00010	Orçado	jul	6827
F0008	00010	Orçado	jul	2363
F0008	00010	Orçado	jul	2100
F0008	00010	Orçado	jul	1641
F0008	00010	Orçado	jul	3741
F0008	00010	Orçado	jun	1128
F0008	00010	Orçado	jun	3185
F0008	00010	Orçado	jun	1947
F0008	00010	Orçado	jun	730
F0008	00010	Orçado	jun	1770
F0008	00010	Orçado	jun	2345
F0008	00010	Orçado	jun	730
F0008	00010	Orçado	jun	664
F0008	00010	Orçado	jun	1106
F0008	00010	Orçado	jun	3348
F0008	00010	Orçado	jun	9452
F0008	00010	Orçado	jun	5776
F0008	00010	Orçado	jun	2166
F0008	00010	Orçado	jun	5251
F0008	00010	Orçado	jun	6958
F0008	00010	Orçado	jun	2166
F0008	00010	Orçado	jun	1969
F0008	00010	Orçado	jun	3282
F0008	00010	Orçado	mai	5995
F0008	00010	Orçado	mai	3119
F0008	00010	Orçado	mai	2522
F0008	00010	Orçado	mai	2168
F0008	00010	Orçado	mai	664
F0008	00010	Orçado	mai	2455
F0008	00010	Orçado	mai	2013
F0008	00010	Orçado	mai	17788
F0008	00010	Orçado	mai	9255
F0008	00010	Orçado	mai	7483
F0008	00010	Orçado	mai	6433
F0008	00010	Orçado	mai	1969
F0008	00010	Orçado	mai	7286
F0008	00010	Orçado	mai	5973
F0008	00010	Orçado	mar	177
F0008	00010	Orçado	mar	4446
F0008	00010	Orçado	mar	1482
F0008	00010	Orçado	mar	4579
F0008	00010	Orçado	mar	398
F0008	00010	Orçado	mar	3650
F0008	00010	Orçado	mar	442
F0008	00010	Orçado	mar	730
F0008	00010	Orçado	mar	525
F0008	00010	Orçado	mar	13194
F0008	00010	Orçado	mar	4398
F0008	00010	Orçado	mar	13587
F0008	00010	Orçado	mar	1182
F0008	00010	Orçado	mar	10831
F0008	00010	Orçado	mar	1313
F0008	00010	Orçado	mar	2166
F0008	00010	Orçado	nov	907
F0008	00010	Orçado	nov	199
F0008	00010	Orçado	nov	2632
F0008	00010	Orçado	nov	465
F0008	00010	Orçado	nov	199
F0008	00010	Orçado	nov	354
F0008	00010	Orçado	nov	8406
F0008	00010	Orçado	nov	929
F0008	00010	Orçado	nov	1460
F0008	00010	Orçado	nov	2691
F0008	00010	Orçado	nov	591
F0008	00010	Orçado	nov	7811
F0008	00010	Orçado	nov	1378
F0008	00010	Orçado	nov	591
F0008	00010	Orçado	nov	1050
F0008	00010	Orçado	nov	24943
F0008	00010	Orçado	nov	2757
F0008	00010	Orçado	nov	4332
F0008	00010	Orçado	out	354
F0008	00010	Orçado	out	1084
F0008	00010	Orçado	out	2831
F0008	00010	Orçado	out	4535
F0008	00010	Orçado	out	177
F0008	00010	Orçado	out	907
F0008	00010	Orçado	out	841
F0008	00010	Orçado	out	1571
F0008	00010	Orçado	out	1438
F0008	00010	Orçado	out	885
F0008	00010	Orçado	out	1394
F0008	00010	Orçado	out	3783
F0008	00010	Orçado	out	398
F0008	00010	Orçado	out	2146
F0008	00010	Orçado	out	14378
F0008	00010	Orçado	out	2588
F0008	00010	Orçado	out	1050
F0008	00010	Orçado	out	3216
F0008	00010	Orçado	out	8402
F0008	00010	Orçado	out	13456
F0008	00010	Orçado	out	525
F0008	00010	Orçado	out	2691
F0008	00010	Orçado	out	2494
F0008	00010	Orçado	out	4660
F0008	00010	Orçado	out	4267
F0008	00010	Orçado	out	2626
F0008	00010	Orçado	out	4135
F0008	00010	Orçado	out	11224
F0008	00010	Orçado	out	1182
F0008	00010	Orçado	out	6367
F0008	00010	Orçado	out	42666
F0008	00010	Orçado	out	7680
F0008	00010	Orçado	set	1416
F0008	00010	Orçado	set	4734
F0008	00010	Orçado	set	3362
F0008	00010	Orçado	set	863
F0008	00010	Orçado	set	1150
F0008	00010	Orçado	set	2212
F0008	00010	Orçado	set	487
F0008	00010	Orçado	set	1371
F0008	00010	Orçado	set	465
F0008	00010	Orçado	set	4201
F0008	00010	Orçado	set	14047
F0008	00010	Orçado	set	9977
F0008	00010	Orçado	set	2560
F0008	00010	Orçado	set	3413
F0008	00010	Orçado	set	6564
F0008	00010	Orçado	set	1444
F0008	00010	Orçado	set	4070
F0008	00010	Orçado	set	1378
F0009	00010	Orçado	abr	1247
F0009	00010	Orçado	abr	5908
F0009	00010	Orçado	abr	985
F0009	00010	Orçado	abr	1641
F0009	00010	Orçado	abr	788
F0009	00010	Orçado	abr	656
F0009	00010	Orçado	abr	3436
F0009	00010	Orçado	abr	16276
F0009	00010	Orçado	abr	2713
F0009	00010	Orçado	abr	4521
F0009	00010	Orçado	abr	2170
F0009	00010	Orçado	abr	1808
F0009	00010	Orçado	dez	2691
F0009	00010	Orçado	dez	7414
F0009	00010	Orçado	fev	3807
F0009	00010	Orçado	fev	525
F0009	00010	Orçado	fev	788
F0009	00010	Orçado	fev	2626
F0009	00010	Orçado	fev	10489
F0009	00010	Orçado	fev	1447
F0009	00010	Orçado	fev	2170
F0009	00010	Orçado	fev	7234
F0009	00010	Orçado	jan	2626
F0009	00010	Orçado	jan	7234
F0009	00010	Orçado	jul	1575
F0009	00010	Orçado	jul	4340
F0009	00010	Orçado	jun	5317
F0009	00010	Orçado	jun	8074
F0009	00010	Orçado	jun	1050
F0009	00010	Orçado	jun	14648
F0009	00010	Orçado	jun	22243
F0009	00010	Orçado	jun	2893
F0009	00010	Orçado	mai	3741
F0009	00010	Orçado	mai	4070
F0009	00010	Orçado	mai	10308
F0009	00010	Orçado	mai	11212
F0009	00010	Orçado	mar	4989
F0009	00010	Orçado	mar	13744
F0009	00010	Orçado	nov	394
F0009	00010	Orçado	nov	5054
F0009	00010	Orçado	nov	1247
F0009	00010	Orçado	nov	591
F0009	00010	Orçado	nov	1085
F0009	00010	Orçado	nov	13925
F0009	00010	Orçado	nov	3436
F0009	00010	Orçado	nov	1628
F0009	00010	Orçado	out	4595
F0009	00010	Orçado	out	6564
F0009	00010	Orçado	out	591
F0009	00010	Orçado	out	3741
F0009	00010	Orçado	out	1838
F0009	00010	Orçado	out	12659
F0009	00010	Orçado	out	18084
F0009	00010	Orçado	out	1628
F0009	00010	Orçado	out	10308
F0009	00010	Orçado	out	5064
F0010	00010	Orçado	abr	2077
F0010	00010	Orçado	abr	1321
F0010	00010	Orçado	abr	756
F0010	00010	Orçado	abr	1039
F0010	00010	Orçado	abr	2833
F0010	00010	Orçado	abr	6861
F0010	00010	Orçado	abr	3588
F0010	00010	Orçado	abr	8687
F0010	00010	Orçado	abr	1007
F0010	00010	Orçado	abr	3651
F0010	00010	Orçado	abr	1512
F0010	00010	Orçado	abr	7518
F0010	00010	Orçado	abr	4784
F0010	00010	Orçado	abr	2734
F0010	00010	Orçado	abr	3759
F0010	00010	Orçado	abr	10252
F0010	00010	Orçado	abr	24833
F0010	00010	Orçado	abr	12986
F0010	00010	Orçado	abr	31440
F0010	00010	Orçado	abr	3645
F0010	00010	Orçado	abr	13214
F0010	00010	Orçado	abr	5468
F0010	00010	Orçado	ago	912
F0010	00010	Orçado	ago	2549
F0010	00010	Orçado	ago	1228
F0010	00010	Orçado	ago	377
F0010	00010	Orçado	ago	2235
F0010	00010	Orçado	ago	2896
F0010	00010	Orçado	ago	3746
F0010	00010	Orçado	ago	3303
F0010	00010	Orçado	ago	9227
F0010	00010	Orçado	ago	4443
F0010	00010	Orçado	ago	1367
F0010	00010	Orçado	ago	8088
F0010	00010	Orçado	ago	10480
F0010	00010	Orçado	ago	13556
F0010	00010	Orçado	dez	3431
F0010	00010	Orçado	dez	7807
F0010	00010	Orçado	dez	12416
F0010	00010	Orçado	dez	28250
F0010	00010	Orçado	fev	1102
F0010	00010	Orçado	fev	2802
F0010	00010	Orçado	fev	3987
F0010	00010	Orçado	fev	10138
F0010	00010	Orçado	jan	5477
F0010	00010	Orçado	jan	19821
F0010	00010	Orçado	jul	2077
F0010	00010	Orçado	jul	3242
F0010	00010	Orçado	jul	3054
F0010	00010	Orçado	jul	2802
F0010	00010	Orçado	jul	7303
F0010	00010	Orçado	jul	3526
F0010	00010	Orçado	jul	3809
F0010	00010	Orçado	jul	5635
F0010	00010	Orçado	jul	7518
F0010	00010	Orçado	jul	11733
F0010	00010	Orçado	jul	11049
F0010	00010	Orçado	jul	10138
F0010	00010	Orçado	jul	26428
F0010	00010	Orçado	jul	12758
F0010	00010	Orçado	jul	13783
F0010	00010	Orçado	jul	20390
F0010	00010	Orçado	jun	3840
F0010	00010	Orçado	jun	3556
F0010	00010	Orçado	jun	4500
F0010	00010	Orçado	jun	7649
F0010	00010	Orçado	jun	1951
F0010	00010	Orçado	jun	3493
F0010	00010	Orçado	jun	4754
F0010	00010	Orçado	jun	1479
F0010	00010	Orçado	jun	1386
F0010	00010	Orçado	jun	849
F0010	00010	Orçado	jun	13897
F0010	00010	Orçado	jun	12872
F0010	00010	Orçado	jun	16289
F0010	00010	Orçado	jun	27681
F0010	00010	Orçado	jun	7063
F0010	00010	Orçado	jun	12644
F0010	00010	Orçado	jun	17201
F0010	00010	Orçado	jun	5354
F0010	00010	Orçado	jun	5012
F0010	00010	Orçado	jun	3076
F0010	00010	Orçado	mai	1386
F0010	00010	Orçado	mai	756
F0010	00010	Orçado	mai	849
F0010	00010	Orçado	mai	2014
F0010	00010	Orçado	mai	472
F0010	00010	Orçado	mai	2644
F0010	00010	Orçado	mai	1668
F0010	00010	Orçado	mai	7019
F0010	00010	Orçado	mai	912
F0010	00010	Orçado	mai	819
F0010	00010	Orçado	mai	5012
F0010	00010	Orçado	mai	2734
F0010	00010	Orçado	mai	3076
F0010	00010	Orçado	mai	7290
F0010	00010	Orçado	mai	1709
F0010	00010	Orçado	mai	9569
F0010	00010	Orçado	mai	6037
F0010	00010	Orçado	mai	25402
F0010	00010	Orçado	mai	3303
F0010	00010	Orçado	mai	2962
F0010	00010	Orçado	mar	2958
F0010	00010	Orçado	mar	3840
F0010	00010	Orçado	mar	11457
F0010	00010	Orçado	mar	8468
F0010	00010	Orçado	mar	2077
F0010	00010	Orçado	mar	1763
F0010	00010	Orçado	mar	10708
F0010	00010	Orçado	mar	13897
F0010	00010	Orçado	mar	41464
F0010	00010	Orçado	mar	30642
F0010	00010	Orçado	mar	7518
F0010	00010	Orçado	mar	6379
F0010	00010	Orçado	nov	1793
F0010	00010	Orçado	nov	3274
F0010	00010	Orçado	nov	6493
F0010	00010	Orçado	nov	11847
F0010	00010	Orçado	out	1605
F0010	00010	Orçado	out	472
F0010	00010	Orçado	out	11457
F0010	00010	Orçado	out	3619
F0010	00010	Orçado	out	4407
F0010	00010	Orçado	out	12245
F0010	00010	Orçado	out	15203
F0010	00010	Orçado	out	14227
F0010	00010	Orçado	out	504
F0010	00010	Orçado	out	12842
F0010	00010	Orçado	out	284
F0010	00010	Orçado	out	5810
F0010	00010	Orçado	out	1709
F0010	00010	Orçado	out	41464
F0010	00010	Orçado	out	13100
F0010	00010	Orçado	out	15948
F0010	00010	Orçado	out	44312
F0010	00010	Orçado	out	55019
F0010	00010	Orçado	out	51488
F0010	00010	Orçado	out	1823
F0010	00010	Orçado	out	46476
F0010	00010	Orçado	out	1025
F0010	00010	Orçado	set	440
F0010	00010	Orçado	set	4407
F0010	00010	Orçado	set	1731
F0010	00010	Orçado	set	1321
F0010	00010	Orçado	set	9033
F0010	00010	Orçado	set	4691
F0010	00010	Orçado	set	1416
F0010	00010	Orçado	set	1595
F0010	00010	Orçado	set	15948
F0010	00010	Orçado	set	6265
F0010	00010	Orçado	set	4784
F0010	00010	Orçado	set	32693
F0010	00010	Orçado	set	16973
F0010	00010	Orçado	set	5126
F0002	00011	Orçado	abr	575
F0002	00011	Orçado	abr	1504
F0002	00011	Orçado	abr	641
F0002	00011	Orçado	abr	465
F0002	00011	Orçado	abr	1305
F0002	00011	Orçado	abr	265
F0002	00011	Orçado	abr	841
F0002	00011	Orçado	abr	66
F0002	00011	Orçado	abr	531
F0002	00011	Orçado	abr	1924
F0002	00011	Orçado	abr	531
F0002	00011	Orçado	abr	1707
F0002	00011	Orçado	abr	4464
F0002	00011	Orçado	abr	1904
F0002	00011	Orçado	abr	1378
F0002	00011	Orçado	abr	3873
F0002	00011	Orçado	abr	788
F0002	00011	Orçado	abr	2494
F0002	00011	Orçado	abr	197
F0002	00011	Orçado	abr	1575
F0002	00011	Orçado	abr	5711
F0002	00011	Orçado	abr	1575
F0002	00011	Orçado	ago	332
F0002	00011	Orçado	ago	354
F0002	00011	Orçado	ago	199
F0002	00011	Orçado	ago	708
F0002	00011	Orçado	ago	553
F0002	00011	Orçado	ago	985
F0002	00011	Orçado	ago	1050
F0002	00011	Orçado	ago	591
F0002	00011	Orçado	ago	2100
F0002	00011	Orçado	ago	1641
F0002	00011	Orçado	dez	221
F0002	00011	Orçado	dez	1018
F0002	00011	Orçado	dez	354
F0002	00011	Orçado	dez	531
F0002	00011	Orçado	dez	177
F0002	00011	Orçado	dez	398
F0002	00011	Orçado	dez	774
F0002	00011	Orçado	dez	1172
F0002	00011	Orçado	dez	531
F0002	00011	Orçado	dez	2146
F0002	00011	Orçado	dez	656
F0002	00011	Orçado	dez	3019
F0002	00011	Orçado	dez	1050
F0002	00011	Orçado	dez	1575
F0002	00011	Orçado	dez	525
F0002	00011	Orçado	dez	1182
F0002	00011	Orçado	dez	2297
F0002	00011	Orçado	dez	3479
F0002	00011	Orçado	dez	1575
F0002	00011	Orçado	dez	6367
F0002	00011	Orçado	fev	752
F0002	00011	Orçado	fev	774
F0002	00011	Orçado	fev	177
F0002	00011	Orçado	fev	2232
F0002	00011	Orçado	fev	2297
F0002	00011	Orçado	fev	525
F0002	00011	Orçado	jan	310
F0002	00011	Orçado	jan	1305
F0002	00011	Orçado	jan	442
F0002	00011	Orçado	jan	265
F0002	00011	Orçado	jan	177
F0002	00011	Orçado	jan	1261
F0002	00011	Orçado	jan	752
F0002	00011	Orçado	jan	919
F0002	00011	Orçado	jan	3873
F0002	00011	Orçado	jan	1313
F0002	00011	Orçado	jan	788
F0002	00011	Orçado	jan	525
F0002	00011	Orçado	jan	3741
F0002	00011	Orçado	jan	2232
F0002	00011	Orçado	jul	752
F0002	00011	Orçado	jul	310
F0002	00011	Orçado	jul	1217
F0002	00011	Orçado	jul	664
F0002	00011	Orçado	jul	88
F0002	00011	Orçado	jul	265
F0002	00011	Orçado	jul	2232
F0002	00011	Orçado	jul	919
F0002	00011	Orçado	jul	3610
F0002	00011	Orçado	jul	1969
F0002	00011	Orçado	jul	263
F0002	00011	Orçado	jul	788
F0002	00011	Orçado	jun	332
F0002	00011	Orçado	jun	1150
F0002	00011	Orçado	jun	796
F0002	00011	Orçado	jun	354
F0002	00011	Orçado	jun	985
F0002	00011	Orçado	jun	3413
F0002	00011	Orçado	jun	2363
F0002	00011	Orçado	jun	1050
F0002	00011	Orçado	mai	1526
F0002	00011	Orçado	mai	1548
F0002	00011	Orçado	mai	1018
F0002	00011	Orçado	mai	619
F0002	00011	Orçado	mai	4529
F0002	00011	Orçado	mai	4595
F0002	00011	Orçado	mai	3019
F0002	00011	Orçado	mai	1838
F0002	00011	Orçado	mar	730
F0002	00011	Orçado	mar	199
F0002	00011	Orçado	mar	841
F0002	00011	Orçado	mar	531
F0002	00011	Orçado	mar	796
F0002	00011	Orçado	mar	177
F0002	00011	Orçado	mar	664
F0002	00011	Orçado	mar	2166
F0002	00011	Orçado	mar	591
F0002	00011	Orçado	mar	2494
F0002	00011	Orçado	mar	1575
F0002	00011	Orçado	mar	2363
F0002	00011	Orçado	mar	525
F0002	00011	Orçado	mar	1969
F0002	00011	Orçado	nov	1018
F0002	00011	Orçado	nov	310
F0002	00011	Orçado	nov	2544
F0002	00011	Orçado	nov	3019
F0002	00011	Orçado	nov	919
F0002	00011	Orçado	nov	7549
F0002	00011	Orçado	out	442
F0002	00011	Orçado	out	708
F0002	00011	Orçado	out	177
F0002	00011	Orçado	out	885
F0002	00011	Orçado	out	509
F0002	00011	Orçado	out	332
F0002	00011	Orçado	out	487
F0002	00011	Orçado	out	509
F0002	00011	Orçado	out	265
F0002	00011	Orçado	out	1062
F0002	00011	Orçado	out	774
F0002	00011	Orçado	out	907
F0002	00011	Orçado	out	265
F0002	00011	Orçado	out	929
F0002	00011	Orçado	out	1313
F0002	00011	Orçado	out	2100
F0002	00011	Orçado	out	525
F0002	00011	Orçado	out	2626
F0002	00011	Orçado	out	1510
F0002	00011	Orçado	out	985
F0002	00011	Orçado	out	1444
F0002	00011	Orçado	out	1510
F0002	00011	Orçado	out	788
F0002	00011	Orçado	out	3151
F0002	00011	Orçado	out	2297
F0002	00011	Orçado	out	2691
F0002	00011	Orçado	out	788
F0002	00011	Orçado	out	2757
F0002	00011	Orçado	set	3760
F0002	00011	Orçado	set	398
F0002	00011	Orçado	set	1947
F0002	00011	Orçado	set	597
F0002	00011	Orçado	set	155
F0002	00011	Orçado	set	133
F0002	00011	Orçado	set	11159
F0002	00011	Orçado	set	1182
F0002	00011	Orçado	set	5776
F0002	00011	Orçado	set	1772
F0002	00011	Orçado	set	459
F0002	00011	Orçado	set	394
F0003	00011	Orçado	abr	1313
F0003	00011	Orçado	abr	919
F0003	00011	Orçado	abr	3617
F0003	00011	Orçado	abr	2532
F0003	00011	Orçado	dez	263
F0003	00011	Orçado	dez	723
F0003	00011	Orçado	fev	919
F0003	00011	Orçado	fev	394
F0003	00011	Orçado	fev	2532
F0003	00011	Orçado	fev	1085
F0003	00011	Orçado	jan	1510
F0003	00011	Orçado	jan	1575
F0003	00011	Orçado	jan	394
F0003	00011	Orçado	jan	4159
F0003	00011	Orçado	jan	4340
F0003	00011	Orçado	jan	1085
F0003	00011	Orçado	jul	788
F0003	00011	Orçado	jul	2170
F0003	00011	Orçado	jun	394
F0003	00011	Orçado	jun	1085
F0003	00011	Orçado	mai	1050
F0003	00011	Orçado	mai	394
F0003	00011	Orçado	mai	2893
F0003	00011	Orçado	mai	1085
F0003	00011	Orçado	mar	4529
F0003	00011	Orçado	mar	12478
F0003	00011	Orçado	nov	2166
F0003	00011	Orçado	nov	788
F0003	00011	Orçado	nov	5968
F0003	00011	Orçado	nov	2170
F0003	00011	Orçado	out	656
F0003	00011	Orçado	out	1247
F0003	00011	Orçado	out	1808
F0003	00011	Orçado	out	3436
F0004	00011	Orçado	abr	630
F0004	00011	Orçado	abr	1007
F0004	00011	Orçado	abr	693
F0004	00011	Orçado	abr	661
F0004	00011	Orçado	abr	567
F0004	00011	Orçado	abr	3021
F0004	00011	Orçado	abr	1039
F0004	00011	Orçado	abr	1258
F0004	00011	Orçado	abr	1291
F0004	00011	Orçado	abr	472
F0004	00011	Orçado	abr	2278
F0004	00011	Orçado	abr	3645
F0004	00011	Orçado	abr	2506
F0004	00011	Orçado	abr	2392
F0004	00011	Orçado	abr	2050
F0004	00011	Orçado	abr	10936
F0004	00011	Orçado	abr	3759
F0004	00011	Orçado	abr	4556
F0004	00011	Orçado	abr	4670
F0004	00011	Orçado	abr	1709
F0004	00011	Orçado	ago	1070
F0004	00011	Orçado	ago	630
F0004	00011	Orçado	ago	598
F0004	00011	Orçado	ago	1512
F0004	00011	Orçado	ago	1196
F0004	00011	Orçado	ago	3873
F0004	00011	Orçado	ago	2278
F0004	00011	Orçado	ago	2164
F0004	00011	Orçado	ago	5468
F0004	00011	Orçado	ago	4329
F0004	00011	Orçado	dez	661
F0004	00011	Orçado	dez	504
F0004	00011	Orçado	dez	2392
F0004	00011	Orçado	dez	1823
F0004	00011	Orçado	fev	693
F0004	00011	Orçado	fev	284
F0004	00011	Orçado	fev	2506
F0004	00011	Orçado	fev	1025
F0004	00011	Orçado	jan	3809
F0004	00011	Orçado	jan	13783
F0004	00011	Orçado	jul	504
F0004	00011	Orçado	jul	440
F0004	00011	Orçado	jul	567
F0004	00011	Orçado	jul	1449
F0004	00011	Orçado	jul	977
F0004	00011	Orçado	jul	284
F0004	00011	Orçado	jul	661
F0004	00011	Orçado	jul	1823
F0004	00011	Orçado	jul	1595
F0004	00011	Orçado	jul	2050
F0004	00011	Orçado	jul	5240
F0004	00011	Orçado	jul	3531
F0004	00011	Orçado	jul	1025
F0004	00011	Orçado	jul	2392
F0004	00011	Orçado	jun	756
F0004	00011	Orçado	jun	251
F0004	00011	Orçado	jun	2077
F0004	00011	Orçado	jun	1102
F0004	00011	Orçado	jun	2644
F0004	00011	Orçado	jun	2046
F0004	00011	Orçado	jun	2235
F0004	00011	Orçado	jun	1449
F0004	00011	Orçado	jun	693
F0004	00011	Orçado	jun	2734
F0004	00011	Orçado	jun	911
F0004	00011	Orçado	jun	7518
F0004	00011	Orçado	jun	3987
F0004	00011	Orçado	jun	9569
F0004	00011	Orçado	jun	7404
F0004	00011	Orçado	jun	8088
F0004	00011	Orçado	jun	5240
F0004	00011	Orçado	jun	2506
F0004	00011	Orçado	mai	472
F0004	00011	Orçado	mai	1449
F0004	00011	Orçado	mai	1133
F0004	00011	Orçado	mai	284
F0004	00011	Orçado	mai	440
F0004	00011	Orçado	mai	126
F0004	00011	Orçado	mai	504
F0004	00011	Orçado	mai	1228
F0004	00011	Orçado	mai	251
F0004	00011	Orçado	mai	1709
F0004	00011	Orçado	mai	5240
F0004	00011	Orçado	mai	4101
F0004	00011	Orçado	mai	1025
F0004	00011	Orçado	mai	1595
F0004	00011	Orçado	mai	456
F0004	00011	Orçado	mai	1823
F0004	00011	Orçado	mai	4443
F0004	00011	Orçado	mai	911
F0004	00011	Orçado	mar	1133
F0004	00011	Orçado	mar	944
F0004	00011	Orçado	mar	4061
